row,ID,second,ECG,EDA
3243,Pilot_003,6.486,31067,6194
3244,Pilot_003,6.488,31264,6106
3245,Pilot_003,6.49,31429,6168
3246,Pilot_003,6.492,31538,6114
3247,Pilot_003,6.494,31712,6156
3248,Pilot_003,6.496,31864,6078
3249,Pilot_003,6.498,32016,6103
3250,Pilot_003,6.5,32032,6108
3251,Pilot_003,6.502,32052,6161
3252,Pilot_003,6.504,32036,6082
3253,Pilot_003,6.506,32080,6117
3254,Pilot_003,6.508,32084,6162
3255,Pilot_003,6.51,32090,6084
3256,Pilot_003,6.512,32110,6087
3257,Pilot_003,6.514,32176,6119
3258,Pilot_003,6.516,32176,6127
3259,Pilot_003,6.518,32228,6270
3260,Pilot_003,6.52,32164,6120
3261,Pilot_003,6.522,32174,6171
3262,Pilot_003,6.524,32264,6097
3263,Pilot_003,6.526,32252,6096
3264,Pilot_003,6.528,32256,6095
3265,Pilot_003,6.53,32240,6097
3266,Pilot_003,6.532,32276,6087
3267,Pilot_003,6.534,32333,6116
3268,Pilot_003,6.536,32320,6167
3269,Pilot_003,6.538,32382,6095
3270,Pilot_003,6.54,32334,6099
3271,Pilot_003,6.542,32292,6127
3272,Pilot_003,6.544,32338,6128
3273,Pilot_003,6.546,32356,6137
3274,Pilot_003,6.548,32420,6177
3275,Pilot_003,6.55,32480,6182
3276,Pilot_003,6.552,32432,6102
3277,Pilot_003,6.554,32414,6098
3278,Pilot_003,6.556,32436,6095
3279,Pilot_003,6.558,32412,6093
3280,Pilot_003,6.56,32446,6097
3281,Pilot_003,6.562,32528,6096
3282,Pilot_003,6.564,32576,6099
3283,Pilot_003,6.566,32548,6114
3284,Pilot_003,6.568,32510,6131
3285,Pilot_003,6.57,32532,6186
3286,Pilot_003,6.572,32548,6104
3287,Pilot_003,6.574,32572,6099
3288,Pilot_003,6.576,32634,6106
3289,Pilot_003,6.578,32630,6113
3290,Pilot_003,6.58,32650,6098
3291,Pilot_003,6.582,32646,6101
3292,Pilot_003,6.584,32630,6099
3293,Pilot_003,6.586,32657,6104
3294,Pilot_003,6.588,32660,6103
3295,Pilot_003,6.59,32601,6118
3296,Pilot_003,6.592,32660,6131
3297,Pilot_003,6.594,32702,6133
3298,Pilot_003,6.596,32755,6140
3299,Pilot_003,6.598,32791,6134
3300,Pilot_003,6.6,32762,6141
3301,Pilot_003,6.602,32764,6191
3302,Pilot_003,6.604,32774,6118
3303,Pilot_003,6.606,32806,6115
3304,Pilot_003,6.608,32836,6129
3305,Pilot_003,6.61,32792,6147
3306,Pilot_003,6.612,32790,6138
3307,Pilot_003,6.614,32810,6159
3308,Pilot_003,6.616,32876,6197
3309,Pilot_003,6.618,32876,6122
3310,Pilot_003,6.62,32872,6111
3311,Pilot_003,6.622,32954,6122
3312,Pilot_003,6.624,32968,6132
3313,Pilot_003,6.626,32880,6147
3314,Pilot_003,6.628,32842,6157
3315,Pilot_003,6.63,32906,6185
3316,Pilot_003,6.632,32980,6250
3317,Pilot_003,6.634,32990,6117
3318,Pilot_003,6.636,33020,6132
3319,Pilot_003,6.638,33080,6144
3320,Pilot_003,6.64,33062,6161
3321,Pilot_003,6.642,33090,6179
3322,Pilot_003,6.644,33152,6269
3323,Pilot_003,6.646,33162,6216
3324,Pilot_003,6.648,33218,6196
3325,Pilot_003,6.65,33292,6176
3326,Pilot_003,6.652,33372,6159
3327,Pilot_003,6.654,33280,6152
3328,Pilot_003,6.656,33284,6124
3329,Pilot_003,6.658,33344,6186
3330,Pilot_003,6.66,33416,6148
3331,Pilot_003,6.662,33500,6136
3332,Pilot_003,6.664,33496,6119
3333,Pilot_003,6.666,33562,6199
3334,Pilot_003,6.668,33612,6205
3335,Pilot_003,6.67,33632,6284
3336,Pilot_003,6.672,33652,6122
3337,Pilot_003,6.674,33682,6129
3338,Pilot_003,6.676,33726,6208
3339,Pilot_003,6.678,33721,6130
3340,Pilot_003,6.68,33668,6222
3341,Pilot_003,6.682,33678,6190
3342,Pilot_003,6.684,33688,6197
3343,Pilot_003,6.686,33704,6204
3344,Pilot_003,6.688,33728,6168
3345,Pilot_003,6.69,33748,6152
3346,Pilot_003,6.692,33756,6158
3347,Pilot_003,6.694,33746,6155
3348,Pilot_003,6.696,33696,6142
3349,Pilot_003,6.698,33686,6164
3350,Pilot_003,6.7,33716,6142
3351,Pilot_003,6.702,33712,6148
3352,Pilot_003,6.704,33668,6149
3353,Pilot_003,6.706,33638,6140
3354,Pilot_003,6.708,33628,6146
3355,Pilot_003,6.71,33556,6130
3356,Pilot_003,6.712,33570,6132
3357,Pilot_003,6.714,33532,6134
3358,Pilot_003,6.716,33502,6130
3359,Pilot_003,6.718,33456,6121
3360,Pilot_003,6.72,33416,6132
3361,Pilot_003,6.722,33342,6203
3362,Pilot_003,6.724,33279,6155
3363,Pilot_003,6.726,33194,6131
3364,Pilot_003,6.728,33112,6207
3365,Pilot_003,6.73,33044,6195
3366,Pilot_003,6.732,32986,6164
3367,Pilot_003,6.734,32932,6172
3368,Pilot_003,6.736,32896,6189
3369,Pilot_003,6.738,32891,6134
3370,Pilot_003,6.74,32775,6132
3371,Pilot_003,6.742,32718,6133
3372,Pilot_003,6.744,32582,6133
3373,Pilot_003,6.746,32560,6130
3374,Pilot_003,6.748,32576,6139
3375,Pilot_003,6.75,32504,6257
3376,Pilot_003,6.752,32442,6135
3377,Pilot_003,6.754,32444,6135
3378,Pilot_003,6.756,32376,6142
3379,Pilot_003,6.758,32334,6231
3380,Pilot_003,6.76,32320,6138
3381,Pilot_003,6.762,32318,6136
3382,Pilot_003,6.764,32276,6137
3383,Pilot_003,6.766,32230,6150
3384,Pilot_003,6.768,32160,6168
3385,Pilot_003,6.77,32160,6161
3386,Pilot_003,6.772,32124,6227
3387,Pilot_003,6.774,32138,6201
3388,Pilot_003,6.776,32150,6276
3389,Pilot_003,6.778,32100,6259
3390,Pilot_003,6.78,32116,6148
3391,Pilot_003,6.782,32124,6139
3392,Pilot_003,6.784,32148,6138
3393,Pilot_003,6.786,32152,6142
3394,Pilot_003,6.788,32160,6143
3395,Pilot_003,6.79,32136,6143
3396,Pilot_003,6.792,32126,6144
3397,Pilot_003,6.794,32188,6143
3398,Pilot_003,6.796,32180,6147
3399,Pilot_003,6.798,32170,6181
3400,Pilot_003,6.8,32180,6169
3401,Pilot_003,6.802,32244,6195
3402,Pilot_003,6.804,32284,6202
3403,Pilot_003,6.806,32290,6223
3404,Pilot_003,6.808,32290,6242
3405,Pilot_003,6.81,32296,6334
3406,Pilot_003,6.812,32396,6146
3407,Pilot_003,6.814,32352,6174
3408,Pilot_003,6.816,32308,6171
3409,Pilot_003,6.818,32352,6174
3410,Pilot_003,6.82,32352,6168
3411,Pilot_003,6.822,32372,6176
3412,Pilot_003,6.824,32376,6154
3413,Pilot_003,6.826,32411,6225
3414,Pilot_003,6.828,32432,6246
3415,Pilot_003,6.83,32424,6221
3416,Pilot_003,6.832,32422,6186
3417,Pilot_003,6.834,32416,6176
3418,Pilot_003,6.836,32454,6168
3419,Pilot_003,6.838,32486,6152
3420,Pilot_003,6.84,32542,6160
3421,Pilot_003,6.842,32558,6221
3422,Pilot_003,6.844,32540,6185
3423,Pilot_003,6.846,32452,6162
3424,Pilot_003,6.848,32476,6156
3425,Pilot_003,6.85,32476,6153
3426,Pilot_003,6.852,32468,6149
3427,Pilot_003,6.854,32564,6272
3428,Pilot_003,6.856,32580,6220
3429,Pilot_003,6.858,32576,6184
3430,Pilot_003,6.86,32476,6184
3431,Pilot_003,6.862,32412,6162
3432,Pilot_003,6.864,32420,6150
3433,Pilot_003,6.866,32424,6300
3434,Pilot_003,6.868,32452,6231
3435,Pilot_003,6.87,32486,6182
3436,Pilot_003,6.872,32478,6187
3437,Pilot_003,6.874,32470,6155
3438,Pilot_003,6.876,32470,6157
3439,Pilot_003,6.878,32446,6257
3440,Pilot_003,6.88,32442,6215
3441,Pilot_003,6.882,32432,6191
3442,Pilot_003,6.884,32420,6187
3443,Pilot_003,6.886,32436,6159
3444,Pilot_003,6.888,32462,6158
3445,Pilot_003,6.89,32498,6245
3446,Pilot_003,6.892,32460,6202
3447,Pilot_003,6.894,32526,6192
3448,Pilot_003,6.896,32534,6189
3449,Pilot_003,6.898,32412,6162
3450,Pilot_003,6.9,32341,6311
3451,Pilot_003,6.902,32388,6218
3452,Pilot_003,6.904,32388,6193
3453,Pilot_003,6.906,32376,6198
3454,Pilot_003,6.908,32384,6160
3455,Pilot_003,6.91,32414,6167
3456,Pilot_003,6.912,32408,6236
3457,Pilot_003,6.914,32401,6186
3458,Pilot_003,6.916,32382,6166
3459,Pilot_003,6.918,32418,6238
3460,Pilot_003,6.92,32408,6224
3461,Pilot_003,6.922,32368,6199
3462,Pilot_003,6.924,32372,6169
3463,Pilot_003,6.926,32396,6293
3464,Pilot_003,6.928,32372,6260
3465,Pilot_003,6.93,32400,6240
3466,Pilot_003,6.932,32474,6229
3467,Pilot_003,6.934,32430,6194
3468,Pilot_003,6.936,32353,6179
3469,Pilot_003,6.938,32348,6169
3470,Pilot_003,6.94,32344,6263
3471,Pilot_003,6.942,32380,6222
3472,Pilot_003,6.944,32436,6202
3473,Pilot_003,6.946,32452,6171
3474,Pilot_003,6.948,32428,6177
3475,Pilot_003,6.95,32396,6239
3476,Pilot_003,6.952,32412,6192
3477,Pilot_003,6.954,32439,6190
3478,Pilot_003,6.956,32444,6165
3479,Pilot_003,6.958,32440,6174
3480,Pilot_003,6.96,32442,6227
3481,Pilot_003,6.962,32468,6197
3482,Pilot_003,6.964,32468,6184
3483,Pilot_003,6.966,32512,6194
3484,Pilot_003,6.968,32472,6166
3485,Pilot_003,6.97,32428,6177
3486,Pilot_003,6.972,32452,6167
3487,Pilot_003,6.974,32452,6167
3488,Pilot_003,6.976,32434,6169
3489,Pilot_003,6.978,32468,6170
3490,Pilot_003,6.98,32490,6175
3491,Pilot_003,6.982,32436,6170
3492,Pilot_003,6.984,32460,6179
3493,Pilot_003,6.986,32558,6167
3494,Pilot_003,6.988,32576,6171
3495,Pilot_003,6.99,32604,6172
3496,Pilot_003,6.992,32550,6173
3497,Pilot_003,6.994,32498,6178
3498,Pilot_003,6.996,32508,6207
3499,Pilot_003,6.998,32519,6178
3500,Pilot_003,7,32530,6172
3501,Pilot_003,7.002,32510,6268
3502,Pilot_003,7.004,32507,6243
3503,Pilot_003,7.006,32544,6241
3504,Pilot_003,7.008,32552,6231
3505,Pilot_003,7.01,32564,6227
3506,Pilot_003,7.012,32580,6248
3507,Pilot_003,7.014,32588,6235
3508,Pilot_003,7.016,32580,6230
3509,Pilot_003,7.018,32596,6237
3510,Pilot_003,7.02,32644,6204
3511,Pilot_003,7.022,32736,6180
3512,Pilot_003,7.024,32860,6266
3513,Pilot_003,7.026,32984,6212
3514,Pilot_003,7.028,33106,6203
3515,Pilot_003,7.03,33244,6189
3516,Pilot_003,7.032,33316,6180
3517,Pilot_003,7.034,33324,6178
3518,Pilot_003,7.036,33324,6174
3519,Pilot_003,7.038,33284,6176
3520,Pilot_003,7.04,33260,6353
3521,Pilot_003,7.042,33233,6261
3522,Pilot_003,7.044,33222,6247
3523,Pilot_003,7.046,33280,6204
3524,Pilot_003,7.048,33400,6215
3525,Pilot_003,7.05,33492,6189
3526,Pilot_003,7.052,33636,6172
3527,Pilot_003,7.054,33698,6180
3528,Pilot_003,7.056,33730,6278
3529,Pilot_003,7.058,33798,6214
3530,Pilot_003,7.06,33752,6177
3531,Pilot_003,7.062,33748,6247
3532,Pilot_003,7.064,33648,6193
3533,Pilot_003,7.066,33542,6379
3534,Pilot_003,7.068,33442,6206
3535,Pilot_003,7.07,33412,6208
3536,Pilot_003,7.072,33438,6205
3537,Pilot_003,7.074,33428,6208
3538,Pilot_003,7.076,33456,6223
3539,Pilot_003,7.078,33380,6377
3540,Pilot_003,7.08,33200,6295
3541,Pilot_003,7.082,32984,6269
3542,Pilot_003,7.084,32782,6242
3543,Pilot_003,7.086,32676,6228
3544,Pilot_003,7.088,32586,6212
3545,Pilot_003,7.09,32552,6210
3546,Pilot_003,7.092,32536,6220
3547,Pilot_003,7.094,32484,6213
3548,Pilot_003,7.096,32480,6215
3549,Pilot_003,7.098,32460,6220
3550,Pilot_003,7.1,32460,6208
3551,Pilot_003,7.102,32458,6204
3552,Pilot_003,7.104,32402,6186
3553,Pilot_003,7.106,32324,6193
3554,Pilot_003,7.108,32313,6191
3555,Pilot_003,7.11,32340,6197
3556,Pilot_003,7.112,32308,6216
3557,Pilot_003,7.114,32286,6219
3558,Pilot_003,7.116,32312,6219
3559,Pilot_003,7.118,32380,6236
3560,Pilot_003,7.12,32356,6246
3561,Pilot_003,7.122,32316,6336
3562,Pilot_003,7.124,32320,6183
3563,Pilot_003,7.126,32357,6215
3564,Pilot_003,7.128,32410,6220
3565,Pilot_003,7.13,32408,6207
3566,Pilot_003,7.132,32400,6219
3567,Pilot_003,7.134,32400,6215
3568,Pilot_003,7.136,32356,6220
3569,Pilot_003,7.138,32380,6202
3570,Pilot_003,7.14,32408,6223
3571,Pilot_003,7.142,32426,6215
3572,Pilot_003,7.144,32384,6210
3573,Pilot_003,7.146,32404,6205
3574,Pilot_003,7.148,32400,6188
3575,Pilot_003,7.15,32375,6299
3576,Pilot_003,7.152,32392,6236
3577,Pilot_003,7.154,32320,6249
3578,Pilot_003,7.156,32324,6233
3579,Pilot_003,7.158,32308,6215
3580,Pilot_003,7.16,32262,6209
3581,Pilot_003,7.162,32204,6221
3582,Pilot_003,7.164,32216,6224
3583,Pilot_003,7.166,32354,6186
3584,Pilot_003,7.168,32736,6290
3585,Pilot_003,7.17,33200,6210
3586,Pilot_003,7.172,33604,6220
3587,Pilot_003,7.174,33974,6216
3588,Pilot_003,7.176,34414,6186
3589,Pilot_003,7.178,34838,6186
3590,Pilot_003,7.18,35416,6258
3591,Pilot_003,7.182,36078,6206
3592,Pilot_003,7.184,36568,6174
3593,Pilot_003,7.186,36900,6183
3594,Pilot_003,7.188,37098,6266
3595,Pilot_003,7.19,37328,6229
3596,Pilot_003,7.192,37516,6215
3597,Pilot_003,7.194,37300,6171
3598,Pilot_003,7.196,36866,6270
3599,Pilot_003,7.198,36438,6216
3600,Pilot_003,7.2,35806,6206
3601,Pilot_003,7.202,35000,6217
3602,Pilot_003,7.204,34020,6295
3603,Pilot_003,7.206,33076,6194
3604,Pilot_003,7.208,32208,6217
3605,Pilot_003,7.21,31585,6205
3606,Pilot_003,7.212,31044,6210
3607,Pilot_003,7.214,30664,6222
3608,Pilot_003,7.216,30636,6253
3609,Pilot_003,7.218,30712,6270
3610,Pilot_003,7.22,30818,6252
3611,Pilot_003,7.222,30992,6225
3612,Pilot_003,7.224,31140,6224
3613,Pilot_003,7.226,31318,6207
3614,Pilot_003,7.228,31500,6227
3615,Pilot_003,7.23,31692,6185
3616,Pilot_003,7.232,31832,6315
3617,Pilot_003,7.234,31936,6277
3618,Pilot_003,7.236,31996,6260
3619,Pilot_003,7.238,32036,6333
3620,Pilot_003,7.24,32018,6381
3621,Pilot_003,7.242,32056,6199
3622,Pilot_003,7.244,32084,6180
3623,Pilot_003,7.246,32080,6187
3624,Pilot_003,7.248,32094,6183
3625,Pilot_003,7.25,32126,6188
3626,Pilot_003,7.252,32200,6185
3627,Pilot_003,7.254,32164,6197
3628,Pilot_003,7.256,32144,6194
3629,Pilot_003,7.258,32172,6194
3630,Pilot_003,7.26,32204,6192
3631,Pilot_003,7.262,32224,6192
3632,Pilot_003,7.264,32262,6183
3633,Pilot_003,7.266,32302,6193
3634,Pilot_003,7.268,32318,6200
3635,Pilot_003,7.27,32292,6223
3636,Pilot_003,7.272,32276,6214
3637,Pilot_003,7.274,32276,6199
3638,Pilot_003,7.276,32279,6184
3639,Pilot_003,7.278,32292,6189
3640,Pilot_003,7.28,32380,6197
3641,Pilot_003,7.282,32420,6217
3642,Pilot_003,7.284,32396,6217
3643,Pilot_003,7.286,32408,6226
3644,Pilot_003,7.288,32388,6244
3645,Pilot_003,7.29,32398,6279
3646,Pilot_003,7.292,32452,6196
3647,Pilot_003,7.294,32456,6186
3648,Pilot_003,7.296,32474,6213
3649,Pilot_003,7.298,32488,6217
3650,Pilot_003,7.3,32512,6225
3651,Pilot_003,7.302,32486,6226
3652,Pilot_003,7.304,32504,6201
3653,Pilot_003,7.306,32572,6189
3654,Pilot_003,7.308,32596,6284
3655,Pilot_003,7.31,32590,6237
3656,Pilot_003,7.312,32568,6220
3657,Pilot_003,7.314,32550,6192
3658,Pilot_003,7.316,32580,6191
3659,Pilot_003,7.318,32596,6250
3660,Pilot_003,7.32,32538,6215
3661,Pilot_003,7.322,32556,6195
3662,Pilot_003,7.324,32640,6378
3663,Pilot_003,7.326,32652,6271
3664,Pilot_003,7.328,32684,6238
3665,Pilot_003,7.33,32716,6226
3666,Pilot_003,7.332,32764,6231
3667,Pilot_003,7.334,32744,6227
3668,Pilot_003,7.336,32728,6220
3669,Pilot_003,7.338,32752,6225
3670,Pilot_003,7.34,32756,6280
3671,Pilot_003,7.342,32796,6187
3672,Pilot_003,7.344,32808,6197
3673,Pilot_003,7.346,32852,6198
3674,Pilot_003,7.348,32808,6198
3675,Pilot_003,7.35,32816,6190
3676,Pilot_003,7.352,32884,6190
3677,Pilot_003,7.354,32912,6186
3678,Pilot_003,7.356,32888,6377
3679,Pilot_003,7.358,32960,6274
3680,Pilot_003,7.36,32956,6237
3681,Pilot_003,7.362,32944,6216
3682,Pilot_003,7.364,32982,6230
3683,Pilot_003,7.366,32964,6215
3684,Pilot_003,7.368,32988,6202
3685,Pilot_003,7.37,33022,6192
3686,Pilot_003,7.372,33076,6190
3687,Pilot_003,7.374,33118,6188
3688,Pilot_003,7.376,33168,6191
3689,Pilot_003,7.378,33190,6187
3690,Pilot_003,7.38,33232,6191
3691,Pilot_003,7.382,33240,6295
3692,Pilot_003,7.384,33256,6274
3693,Pilot_003,7.386,33332,6291
3694,Pilot_003,7.388,33380,6194
3695,Pilot_003,7.39,33440,6187
3696,Pilot_003,7.392,33464,6188
3697,Pilot_003,7.394,33452,6279
3698,Pilot_003,7.396,33508,6274
3699,Pilot_003,7.398,33586,6279
3700,Pilot_003,7.4,33640,6272
3701,Pilot_003,7.402,33658,6245
3702,Pilot_003,7.404,33684,6214
3703,Pilot_003,7.406,33692,6242
3704,Pilot_003,7.408,33710,6261
3705,Pilot_003,7.41,33762,6293
3706,Pilot_003,7.412,33792,6273
3707,Pilot_003,7.414,33808,6263
3708,Pilot_003,7.416,33818,6282
3709,Pilot_003,7.418,33820,6276
3710,Pilot_003,7.42,33832,6272
3711,Pilot_003,7.422,33840,6265
3712,Pilot_003,7.424,33900,6218
3713,Pilot_003,7.426,33892,6206
3714,Pilot_003,7.428,33840,6189
3715,Pilot_003,7.43,33790,6282
3716,Pilot_003,7.432,33808,6213
3717,Pilot_003,7.434,33796,6188
3718,Pilot_003,7.436,33788,6273
3719,Pilot_003,7.438,33762,6222
3720,Pilot_003,7.44,33764,6188
3721,Pilot_003,7.442,33834,6192
3722,Pilot_003,7.444,33792,6302
3723,Pilot_003,7.446,33750,6258
3724,Pilot_003,7.448,33716,6236
3725,Pilot_003,7.45,33678,6221
3726,Pilot_003,7.452,33636,6223
3727,Pilot_003,7.454,33596,6195
3728,Pilot_003,7.456,33508,6190
3729,Pilot_003,7.458,33464,6315
3730,Pilot_003,7.46,33428,6267
3731,Pilot_003,7.462,33376,6220
3732,Pilot_003,7.464,33280,6225
3733,Pilot_003,7.466,33172,6192
3734,Pilot_003,7.468,33116,6190
3735,Pilot_003,7.47,33068,6333
3736,Pilot_003,7.472,32996,6252
3737,Pilot_003,7.474,32945,6214
3738,Pilot_003,7.476,32874,6227
3739,Pilot_003,7.478,32792,6211
3740,Pilot_003,7.48,32734,6223
3741,Pilot_003,7.482,32682,6222
3742,Pilot_003,7.484,32644,6214
3743,Pilot_003,7.486,32578,6211
3744,Pilot_003,7.488,32540,6225
3745,Pilot_003,7.49,32517,6219
3746,Pilot_003,7.492,32472,6221
3747,Pilot_003,7.494,32428,6203
3748,Pilot_003,7.496,32368,6201
3749,Pilot_003,7.498,32305,6204
3750,Pilot_003,7.5,32280,6197
3751,Pilot_003,7.502,32228,6202
3752,Pilot_003,7.504,32244,6218
3753,Pilot_003,7.506,32224,6213
3754,Pilot_003,7.508,32228,6242
3755,Pilot_003,7.51,32234,6193
3756,Pilot_003,7.512,32212,6190
3757,Pilot_003,7.514,32200,6215
3758,Pilot_003,7.516,32208,6216
3759,Pilot_003,7.518,32224,6287
3760,Pilot_003,7.52,32192,6192
3761,Pilot_003,7.522,32204,6206
3762,Pilot_003,7.524,32263,6209
3763,Pilot_003,7.526,32284,6255
3764,Pilot_003,7.528,32204,6279
3765,Pilot_003,7.53,32263,6188
3766,Pilot_003,7.532,32260,6190
3767,Pilot_003,7.534,32250,6214
3768,Pilot_003,7.536,32264,6226
3769,Pilot_003,7.538,32292,6192
3770,Pilot_003,7.54,32280,6367
3771,Pilot_003,7.542,32306,6297
3772,Pilot_003,7.544,32311,6269
3773,Pilot_003,7.546,32320,6236
3774,Pilot_003,7.548,32328,6230
3775,Pilot_003,7.55,32304,6226
3776,Pilot_003,7.552,32364,6183
3777,Pilot_003,7.554,32344,6281
3778,Pilot_003,7.556,32360,6232
3779,Pilot_003,7.558,32388,6215
3780,Pilot_003,7.56,32407,6202
3781,Pilot_003,7.562,32420,6187
3782,Pilot_003,7.564,32420,6287
3783,Pilot_003,7.566,32476,6219
3784,Pilot_003,7.568,32452,6204
3785,Pilot_003,7.57,32440,6290
3786,Pilot_003,7.572,32476,6217
3787,Pilot_003,7.574,32460,6197
3788,Pilot_003,7.576,32452,6298
3789,Pilot_003,7.578,32486,6218
3790,Pilot_003,7.58,32510,6192
3791,Pilot_003,7.582,32484,6278
3792,Pilot_003,7.584,32444,6243
3793,Pilot_003,7.586,32455,6228
3794,Pilot_003,7.588,32468,6221
3795,Pilot_003,7.59,32480,6223
3796,Pilot_003,7.592,32480,6190
3797,Pilot_003,7.594,32456,6241
3798,Pilot_003,7.596,32484,6215
3799,Pilot_003,7.598,32496,6206
3800,Pilot_003,7.6,32524,6207
3801,Pilot_003,7.602,32496,6214
3802,Pilot_003,7.604,32520,6222
3803,Pilot_003,7.606,32545,6228
3804,Pilot_003,7.608,32516,6190
3805,Pilot_003,7.61,32536,6185
3806,Pilot_003,7.612,32500,6188
3807,Pilot_003,7.614,32508,6195
3808,Pilot_003,7.616,32484,6196
3809,Pilot_003,7.618,32480,6217
3810,Pilot_003,7.62,32484,6223
3811,Pilot_003,7.622,32514,6214
3812,Pilot_003,7.624,32520,6226
3813,Pilot_003,7.626,32504,6226
3814,Pilot_003,7.628,32510,6222
3815,Pilot_003,7.63,32516,6222
3816,Pilot_003,7.632,32520,6225
3817,Pilot_003,7.634,32505,6215
3818,Pilot_003,7.636,32456,6217
3819,Pilot_003,7.638,32418,6190
3820,Pilot_003,7.64,32462,6393
3821,Pilot_003,7.642,32440,6268
3822,Pilot_003,7.644,32402,6244
3823,Pilot_003,7.646,32408,6239
3824,Pilot_003,7.648,32436,6220
3825,Pilot_003,7.65,32424,6225
3826,Pilot_003,7.652,32432,6188
3827,Pilot_003,7.654,32436,6386
3828,Pilot_003,7.656,32470,6278
3829,Pilot_003,7.658,32436,6266
3830,Pilot_003,7.66,32450,6244
3831,Pilot_003,7.662,32416,6225
3832,Pilot_003,7.664,32448,6227
3833,Pilot_003,7.666,32453,6188
3834,Pilot_003,7.668,32444,6383
3835,Pilot_003,7.67,32452,6272
3836,Pilot_003,7.672,32436,6215
3837,Pilot_003,7.674,32462,6217
3838,Pilot_003,7.676,32436,6391
3839,Pilot_003,7.678,32458,6233
3840,Pilot_003,7.68,32476,6195
3841,Pilot_003,7.682,32506,6241
3842,Pilot_003,7.684,32498,6186
3843,Pilot_003,7.686,32496,6213
3844,Pilot_003,7.688,32471,6334
3845,Pilot_003,7.69,32458,6215
3846,Pilot_003,7.692,32476,6194
3847,Pilot_003,7.694,32452,6223
3848,Pilot_003,7.696,32458,6185
3849,Pilot_003,7.698,32496,6245
3850,Pilot_003,7.7,32501,6198
3851,Pilot_003,7.702,32482,6335
3852,Pilot_003,7.704,32476,6230
3853,Pilot_003,7.706,32524,6190
3854,Pilot_003,7.708,32524,6234
3855,Pilot_003,7.71,32538,6209
3856,Pilot_003,7.712,32538,6277
3857,Pilot_003,7.714,32532,6218
3858,Pilot_003,7.716,32544,6186
3859,Pilot_003,7.718,32572,6284
3860,Pilot_003,7.72,32552,6229
3861,Pilot_003,7.722,32582,6220
3862,Pilot_003,7.724,32608,6186
3863,Pilot_003,7.726,32602,6277
3864,Pilot_003,7.728,32572,6240
3865,Pilot_003,7.73,32584,6221
3866,Pilot_003,7.732,32588,6187
3867,Pilot_003,7.734,32626,6257
3868,Pilot_003,7.736,32604,6183
3869,Pilot_003,7.738,32620,6220
3870,Pilot_003,7.74,32618,6184
3871,Pilot_003,7.742,32626,6291
3872,Pilot_003,7.744,32628,6215
3873,Pilot_003,7.746,32644,6381
3874,Pilot_003,7.748,32648,6212
3875,Pilot_003,7.75,32631,6188
3876,Pilot_003,7.752,32584,6239
3877,Pilot_003,7.754,32620,6196
3878,Pilot_003,7.756,32640,6268
3879,Pilot_003,7.758,32652,6219
3880,Pilot_003,7.76,32650,6302
3881,Pilot_003,7.762,32648,6223
3882,Pilot_003,7.764,32676,6329
3883,Pilot_003,7.766,32668,6221
3884,Pilot_003,7.768,32668,6278
3885,Pilot_003,7.77,32678,6198
3886,Pilot_003,7.772,32674,6227
3887,Pilot_003,7.774,32658,6183
3888,Pilot_003,7.776,32700,6239
3889,Pilot_003,7.778,32740,6206
3890,Pilot_003,7.78,32704,6187
3891,Pilot_003,7.782,32724,6268
3892,Pilot_003,7.784,32686,6236
3893,Pilot_003,7.786,32646,6212
3894,Pilot_003,7.788,32668,6214
3895,Pilot_003,7.79,32772,6186
3896,Pilot_003,7.792,32868,6320
3897,Pilot_003,7.794,32992,6232
3898,Pilot_003,7.796,33144,6219
3899,Pilot_003,7.798,33304,6191
3900,Pilot_003,7.8,33408,6350
3901,Pilot_003,7.802,33436,6257
3902,Pilot_003,7.804,33428,6206
3903,Pilot_003,7.806,33400,6205
3904,Pilot_003,7.808,33380,6186
3905,Pilot_003,7.81,33316,6212
3906,Pilot_003,7.812,33268,6186
3907,Pilot_003,7.814,33248,6233
3908,Pilot_003,7.816,33228,6208
3909,Pilot_003,7.818,33322,6380
3910,Pilot_003,7.82,33420,6238
3911,Pilot_003,7.822,33616,6204
3912,Pilot_003,7.824,33640,6302
3913,Pilot_003,7.826,33640,6197
3914,Pilot_003,7.828,33580,6225
3915,Pilot_003,7.83,33585,6183
3916,Pilot_003,7.832,33560,6193
3917,Pilot_003,7.834,33500,6265
3918,Pilot_003,7.836,33340,6218
3919,Pilot_003,7.838,33276,6186
3920,Pilot_003,7.84,33229,6296
3921,Pilot_003,7.842,33256,6374
3922,Pilot_003,7.844,33292,6185
3923,Pilot_003,7.846,33296,6178
3924,Pilot_003,7.848,33268,6184
3925,Pilot_003,7.85,33167,6178
3926,Pilot_003,7.852,33020,6179
3927,Pilot_003,7.854,32820,6183
3928,Pilot_003,7.856,32656,6182
3929,Pilot_003,7.858,32568,6182
3930,Pilot_003,7.86,32504,6180
3931,Pilot_003,7.862,32480,6187
3932,Pilot_003,7.864,32438,6329
3933,Pilot_003,7.866,32396,6300
3934,Pilot_003,7.868,32454,6277
3935,Pilot_003,7.87,32492,6238
3936,Pilot_003,7.872,32504,6208
3937,Pilot_003,7.874,32452,6207
3938,Pilot_003,7.876,32448,6205
3939,Pilot_003,7.878,32440,6237
3940,Pilot_003,7.88,32410,6282
3941,Pilot_003,7.882,32384,6269
